求人年度,求人番号,受付安定所,事業所番号,インターネットへの公開,事業所名 カナ,事業所名,郵便番号（所在地）,住所（所在地）,アクセス（所在地）,代表者名,法人番号,ホームページ,従業員数（企業全体）,従業員数（就業場所）,設立,資本金,事業内容,会社の特長,雇用形態,職種,仕事の内容,郵便番号（就業場所）,住所（就業場所）,アクセス（就業場所）,求人数（通勤）,求人数（住込）,求人数（不問）,必要な知識・技能等,転勤の可能性,マイカー通勤の可否,入居可能住宅（単身用）,入居可能住宅（世帯用）,基本給,月給（基本給+手当+残業代）,賞与有無（新卒）,時間外労働の有無,時間外労働の月平均時間数,変形労働時間制の種類,休日等,就業時間1,就業時間2,就業時間3,年間休日数,複数応募の受け入れ,複数応募開始の日程,職場見学の受け入れ,職場見学の日程,課係名・役職名（担当者）,氏名（担当者）,氏名カナ（担当者）,電話番号（担当者）,FAX（担当者）,Eメール（担当者）,補足事項,特記事項,産業分類,職業分類（3桁）,職業分類（5桁）,職業分類2（3桁）,職業分類2（5桁）,就業場所住所（市区町村）,就業場所住所2（市区町村）,就業場所住所3（市区町村）,管理番号,対象学科,エリア,卒業生の入社実績,その他の分類,募集人数,来校の有無,二次募集の有無,職場見学人数,応募人数,入社人数,備考,申送り事項,公開日時,最終更新日時,登録方法,元ファイル名,職業分類（ハローワーク）大分類,職業分類（ハローワーク）中分類,職業分類（ハローワーク）小分類,職業分類（handy）大分類,職業分類（handy）中分類,職業分類2（ハローワーク）大分類,職業分類2（ハローワーク）中分類,職業分類2（ハローワーク）小分類,職業分類2（handy）大分類,職業分類2（handy）中分類,お気に入り登録数,職業分類コード（日本標準職業分類への変換）,職業分類（日本標準職業分類への変換）,職業分類2コード（日本標準職業分類への変換）,職業分類2（日本標準職業分類への変換）
2026,46010-394669,鹿児島公共職業安定所,4601-104954-2,可,カブシキガイシャオーリック,株式会社オーリック,890-0033,鹿児島県鹿児島市西別府町2941番地26,,代表取締役 濱田龍太郎,9340001001814,,1485,32,昭和24年,"5,000万円","酒類食品販売業
【県女性活躍推進宣言企業】","業務用酒類卸販売で九州一円のネットワークを構築しています。ま
た、業務スーパーを数店舗運営しています。",正社員,"店舗スタッフ【鹿児島市】オーリック山之口
本通り店[ワイン&ウイスキー専門店]","〇飲食店様へ、ご注文頂いた商品を準備·お届けするお仕事です!
〇配達エリア:鹿児島市内
·飲食店様から注文を受ける·倉庫で商品を集める
·台車や自転車等を使ってお酒を届ける·商品の陳列や整理を行う
·お客様とコミュニケーションをとる
お酒を届けるだけでなく、地域の飲食店を支える仕事です。
体を動かすことが好きな方、人と話すことが好きな方にぴったりです。
《変更範囲:将来的に配送·営業·営業企画·事務等に変更の可能性あり》",892-0844,"鹿児島県鹿児島市山之口町4-27
オーリック山之口本通り店[ワイン&ウイスキー専門店]",,3,0,0,"あれば尚可
普通自動車免許 (AT限定可) 入社後取得可",あり,可,なし,なし,186500,254900,あり,あり,20,変形労働時間制 (1年単位),その他,16:00-01:00,17:00-02:00,14:00-23:00,110,不可,,可,随時,人事課,森永,モリナガ,099-298-5600,099-283-2515,a-morinaga@alliq.co.jp,"○転勤の可能性:鹿児島県内15店舗に配属可能性あり
鹿児島市·鹿屋市·薩摩川内市·霧島市·志布志市
阿久根市·指宿市·南さつま市
○履歴書:手書き·パソコン作成どちらも可","○応募前職場見学を希望される場合は事前にご連絡ください。
○就業時間は (1)  (2)  (3) のシフト制で、週40時間以内で
調整します。",585,045,045-06,082,082-01,鹿児島県鹿児島市,,,0033,,,,,,,,,,,,,2026年07月02日 08:48,2026年07月02日 08:48,バーコードスキャン,求人番号_46010-394669.pdf,販売・営業の職業,販売員,飲食料品販売店員,販売に関わる,販売,配送・輸送・機械運転の職業,配送・集荷の職業,荷物配達員,運輸/物流に関わる,配達/集荷,0,323,販売店員,705,配達員
2026,46010-377769,鹿児島公共職業安定所,4601-104954-2,可,カブシキガイシャオーリック,株式会社オーリック,890-0033,鹿児島県鹿児島市西別府町2941番地26,,代表取締役 濱田龍太郎,9340001001814,,1485,78,昭和24年,"5,000万円","酒類食品販売業
【県女性活躍推進宣言企業】","業務用酒類卸販売で九州一円のネットワークを構築しています。ま
た、業務スーパーを数店舗運営しています。",正社員,"業務スーパー店舗スタッフ【鹿児島市】
業務スーパー上荒田店","〇オーリックが運営している『業務スーパー』で正社員として、
スーパー部門·惣菜部門·青果部門·精肉部門を経験していただき、
配属先を決定します。
·商品の品出しや売場づくり、レジ対応、店舗運営
·惣菜の調理、野菜や果物のカット·陳列、肉のカット·パック詰め
《変更範囲:なし》",890-0055,"鹿児島県鹿児島市上荒田町23-13
業務スーパー上荒田店",,3,0,0,不問,あり,可,なし,なし,186500,227700,あり,あり,20,変形労働時間制 (1年単位),その他,07:00-16:00,09:00-18:00,12:00-21:00,110,不可,,可,随時,人事課,森永,モリナガ,099-298-5600,099-283-2515,a-morinaga@alliq.co.jp,"〇転勤の可能性:下記店舗のいずれか
【鹿児島県】谷山店、上荒田店、真砂店、姶良店、鹿屋店、
出水店、川内店
【熊本県】南高江店
〇履歴書:手書き·パソコン作成どちらも可","〇応募前職場見学を希望される場合は事前にご連絡ください。
○就業時間は (1)  (2)  (3) のシフト制で、週40時間以内で
調整します。",585,045,045-05,045,045-06,鹿児島県鹿児島市,,,0034,,,,,,,,,,,,,2026年07月02日 08:48,2026年07月02日 08:48,バーコードスキャン,求人番号_46010-377769.pdf,販売・営業の職業,販売員,食品スーパーマーケット販売店員,販売に関わる,販売,販売・営業の職業,販売員,飲食料品販売店員,販売に関わる,販売,0,323,販売店員,323,販売店員
2026,46010-383569,鹿児島公共職業安定所,4601-104954-2,可,カブシキガイシャオーリック,株式会社オーリック,890-0033,鹿児島県鹿児島市西別府町2941番地26,,代表取締役 濱田龍太郎,9340001001814,,1485,48,昭和24年,"5,000万円","酒類食品販売業
【県女性活躍推進宣言企業】","業務用酒類卸販売で九州一円のネットワークを構築しています。ま
た、業務スーパーを数店舗運営しています。",正社員,"業務スーパー店舗スタッフ【鹿児島市】
業務スーパー谷山店","〇オーリックが運営している『業務スーパー』で正社員として、
スーパー部門·惣菜部門·青果部門·精肉部門を経験していただき、
配属先を決定します。
·商品の品出しや売場づくり、レジ対応、店舗運営
·惣菜の調理、野菜や果物のカット·陳列、肉のカット·パック詰め
《変更範囲:なし》",891-0141,"鹿児島県鹿児島市谷山中央5丁目29-6
業務スーパー谷山店",,3,0,0,不問,あり,可,なし,なし,186500,227700,あり,あり,20,変形労働時間制 (1年単位),その他,07:00-16:00,09:00-18:00,12:00-21:00,110,不可,,可,随時,人事課,森永,モリナガ,099-298-5600,099-283-2515,a-morinaga@alliq.co.jp,"○転勤の可能性:下記店舗のいずれか
【鹿児島県】谷山店、上荒田店、真砂店、姶良店、鹿屋店、
出水店、川内店
【熊本県】南高江店
○履歴書:手書き·パソコン作成どちらも可","○応募前職場見学を希望される場合は事前にご連絡ください。
○就業時間は (1)  (2)  (3) のシフト制で、週40時間以内で
調整します。",585,045,045-05,045,045-06,鹿児島県鹿児島市,,,0035,,,,,,,,,,,,,2026年07月02日 08:48,2026年07月02日 08:48,バーコードスキャン,求人番号_46010-383569.pdf,販売・営業の職業,販売員,食品スーパーマーケット販売店員,販売に関わる,販売,販売・営業の職業,販売員,飲食料品販売店員,販売に関わる,販売,0,323,販売店員,323,販売店員
2026,46010-393169,鹿児島公共職業安定所,4601-104954-2,可,カブシキガイシャオーリック,株式会社オーリック,890-0033,鹿児島県鹿児島市西別府町2941番地26,,代表取締役 濱田龍太郎,9340001001814,,1485,8,昭和24年,"5,000万円","酒類食品販売業
【県女性活躍推進宣言企業】","業務用酒類卸販売で九州一円のネットワークを構築しています。ま
た、業務スーパーを数店舗運営しています。",正社員,"店舗スタッフ【鹿児島市】
オーリック東千石店","〇飲食店様へ、ご注文頂いた商品を準備·お届けするお仕事です!
〇配達エリア:鹿児島市内
·飲食店様から注文を受ける·倉庫で商品を集める
·台車や自転車等を使ってお酒を届ける·商品の陳列や整理を行う
·お客様とコミュニケーションをとる
お酒を届けるだけでなく、地域の飲食店を支える仕事です。
体を動かすことが好きな方、人と話すことが好きな方にぴったりです。
《変更範囲:将来的に配送·営業·営業企画·事務等に変更の可能性あり》",892-0842,"鹿児島県鹿児島市東千石町2-24
オーリック東千石店",,2,0,0,"あれば尚可
普通自動車免許 (AT限定可) 入社後取得可",あり,可,なし,なし,186500,254900,あり,あり,20,変形労働時間制 (1年単位),その他,16:00-01:00,17:00-02:00,14:00-23:00,110,不可,,可,随時,人事課,森永,モリナガ,099-298-5600,099-283-2515,a-morinaga@alliq.co.jp,"○転勤の可能性:鹿児島県内15店舗に配属可能性あり
鹿児島市·鹿屋市·薩摩川内市·霧島市·志布志市
阿久根市·指宿市·南さつま市
○履歴書:手書き·パソコン作成どちらも可","○応募前職場見学を希望される場合は事前にご連絡ください。
○就業時間は (1)  (2)  (3) のシフト制で、週40時間以内で
調整します。",585,045,045-06,082,082-01,鹿児島県鹿児島市,,,0032,,,,,,,,,,,,,2026年07月02日 08:48,2026年07月02日 08:48,バーコードスキャン,求人番号_46010-393169.pdf,販売・営業の職業,販売員,飲食料品販売店員,販売に関わる,販売,配送・輸送・機械運転の職業,配送・集荷の職業,荷物配達員,運輸/物流に関わる,配達/集荷,0,323,販売店員,705,配達員
2026,46080-47269,大隅公共職業安定所,4608-101574-1,可,カブシキガイシャ フジギケンカゴシマ,株式会社 フジ技研カゴシマ,899-8606,鹿児島県曽於市末吉町深川11111-6,,代表取締役 鏡谷 有紀,6340001015164,https://www.fujigiken.jp/,53,52,平成11年,"3,000万円","1自動車検査用、加工用、溶接用等各種冶具設計製作 2CAD
CAM·CAE設計 3三次元NC加工、一般機械加工、レーザー
加工 溶接スポット 4意匠評価モデル製作","自動車部品の検査冶具の設計製作を主業務とする会社です。
社員の平均年令も若く、元気のある働きやすい職場です。",正社員,機械設計·機械加工,"○自動車検査治具の機械設計及び機械加工のいずれかに従事して
いただきます
·マシニングセンター·旋盤·レーザー·ワイヤーカットなど工作機のオペ
レーター。部品を組立し検査までの工程を全て社内で行う為、自分にあっ
た仕事を探すことができます。1つ1つ図面を見ながら工作機を使い作っ
ていく作業になります。工作機は、先端設備の導入により経験がなくても
使いこなす事が出来るようになります。
·設計に関しても、専用ソフトでの設計になるので経験がなくてもパソコン
が好きで考える事が好きであれば可能です。《業務の変更範囲:なし》",899-8606,鹿児島県曽於市末吉町深川11111-6,,4,0,0,不問,あり,可,あり,なし,189000,189000,あり,あり,15,変形労働時間制 (1年単位),日 その他,08:30-17:40,,,105,可,令和8年10月1日以降,可,随時,代表取締役,鏡谷 有紀,カガミタニ ユキ,0594-78-0200,0594-78-0450,,"〇当社は三重県にある株式会社フジ技研の100%子会社として
創業し、現在は事業を分業化し、自動車部品用の検査治具を中心
とした設計製作を行っています。
〇会社全体としては三重県にあるフジ技研·タイと合わせて従業員
250名、後発であるが平成10年の創業以来、売上·設備·
従業員とも拡大を図る元気ある会社です。
〇就業場所につきましては、原則鹿児島県曽於市になります。
職種については本人の希望および適性で判断し決定します。
〇転勤:本社工場 (三重県いなべ市大安町鍋坂2262-8) 
〇履歴書:手書·パソコン作成どちらも可","○食事補助手当:会社を通じて昼の弁当を注文した場合、半額補助
○入社後1〜3年は本社工場 (三重県) で研修の場合があります。
研修中は、寮 (1部屋6畳シェアハウス等) があり入寮できます
寮費:1ヶ月5000円 (先着希望順) 
三重県での研修があった場合は会社規定により勤務地手当支給
○既卒者·中退者の応募の際にはハローワークの紹介状が必要です
○新卒者の入社日:令和9年4月1日",253,006,006-03,071,071-06,鹿児島県曽於市,,,0027,,,,,,,,,,,,,2026年07月02日 08:48,2026年07月02日 08:48,バーコードスキャン,求人番号_46080-47269.pdf,研究・技術の職業,開発技術者,機械開発技術者,生産/製造に関わる,技術/開発,製造・修理・塗装・製図等の職業,製品製造・加工処理工（金属製品）,数値制御金属工作機械工,生産/製造に関わる,製造/加工(金属),0,073,機械技術者（開発）,523,金属工作機械作業従事者
2026,46080-23569,大隅公共職業安定所,4608-15339-1,可,カブシキガイシャ サンコー,株式会社 サンコー,899-7401,鹿児島県志布志市有明町伊崎田5013,,代表取締役 徳峰 進一,4340001014993,https://k-sankoh.com,69,29,昭和47年,"3,000万円","生コン·砕石·AS合材·コンクリート製品 製造販売、運送事業
農作物栽培販売","曽於一円に、建設用の資材を製造販売する企業です。親会社は渡辺
組です。",正社員,品質管理,"◎道路や建物の工事現場で必要な製品 (生コンクリート、砕石、
アスファルト合材) を製造販売する企業です。
○当社の主要製品である生コンクリートの技術部で製品の検査、
材料試験、スランプ、空気量、圧縮強度などの生コンクリートの
品質管理業務を担当していただきます。
【業務の変更範囲:変更無し】",899-7401,鹿児島県志布志市有明町伊崎田5013,,2,0,0,"必須
普通自動車免許 (AT限定可)  (入社後取得可) ",あり,可,なし,なし,190000,190000,あり,あり,10,,土日祝 その他,08:00-17:00,,,120,可,令和8年10月1日以降,可,随時,総務部 部長,岩井田 利也,イワイダ トシヤ,099-474-2111,099-474-2328,,"○大隅地域で生コン製造を主とし、企業展開を行っております。
製造品目としては、生コン、砕石、砕砂、AS合材、建設廃棄物
中間処理した再生砕石など資源の再利用や、環境保全に貢献し、
社会から信頼される企業を目指しております。
○残業が少なくほぼ就業カレンダー通り休める業種です。
リフレッシュや趣味活動を楽しんでください。
○既卒者の応募にはハローワークの紹介状が必要です。
○履歴書:手書き·パソコン作成どちらも可
会社の理念は、「幸福追求」〜よりよい人生を生きる〜です。","○賞与·昇給:昨年度は新規学卒者の採用がなかったため実績なし
ですが会社規定により支給。
○借家の場合は50%会社負担。 (上限有) 
○手当としては、部門や条件によって以下のものがあります。
·住宅手当、通勤手当、扶養手当、営業手当
○転勤については、通勤圏内になります。
志布志事業所:志布志市志布志町志布志字若浜3275-3
岩川工場:曽於市大隅町月野279番地
大崎工場:曽於郡大崎町永吉8201
○新卒者の入社日:令和9年4月1日",212,078,078-02,,,鹿児島県志布志市,,,0029,,,,,,,,,,,,,2026年07月02日 08:48,2026年07月02日 08:48,バーコードスキャン,求人番号_46080-23569.pdf,製造・修理・塗装・製図等の職業,製品検査工（金属製品・食料品等を除く）,窯業・土石製品検査工,生産/製造に関わる,製品検査(その他),,,,,,0,572,窯業・土石製品検査従事者,,
2026,46080-48569,大隅公共職業安定所,4608-101574-1,可,カブシキガイシャ フジギケンカゴシマ,株式会社 フジ技研カゴシマ,899-8606,鹿児島県曽於市末吉町深川11111-6,,代表取締役 鏡谷 有紀,6340001015164,https://www.fujigiken.jp/,53,52,平成11年,"3,000万円","1自動車検査用、加工用、溶接用等各種冶具設計製作 2CAD
CAM·CAE設計 3三次元NC加工、一般機械加工、レーザー
加工 溶接スポット 4意匠評価モデル製作","自動車部品の検査冶具の設計製作を主業務とする会社です。
社員の平均年令も若く、元気のある働きやすい職場です。",正社員,一般事務,"パソコンでのデータ入力や書類作成
備品管理や納品書、請求書等の処理
電話対応等を行っていただきます。
変更範囲:設計·設計アシスタント·データ作成
《業務の変更範囲:会社の定める業務 詳細は面接時に説明します》",899-8606,鹿児島県曽於市末吉町深川11111-6,,1,0,0,不問,なし,可,なし,なし,189000,189000,あり,あり,5,変形労働時間制 (1年単位),日 その他,08:30-17:40,,,105,可,令和8年10月1日以降,可,随時,代表取締役,鏡谷 有紀,カガミタニ ユキ,0594-78-0200,0594-78-0450,,"○当社は、三重県にある株式会社フジ技研の100%子会社として
創業し、現在は事業を分業化し、自動車部品用の検査治具を中心
とした設計製作を行っています。
○会社全体としては三重県にあるフジ技研·タイと合わせて従業員
250名、後発であるが平成10年の創業以来、売上·設備·
従業員とも拡大を図る元気ある会社です。
〇履歴書:手書·パソコン作成どちらも可","○食事補助手当:会社を通じて昼の弁当を注文した場合、半額補助
○既卒者·中退者の応募の際にはハローワークの紹介状が必要です
○新卒者の入社日:令和9年4月1日",253,034,034-01,,,鹿児島県曽於市,,,0028,,,,,,,,,,,,,2026年07月02日 08:48,2026年07月02日 08:48,バーコードスキャン,求人番号_46080-48569.pdf,事務的職業,一般事務・秘書・受付の職業,一般事務員,事務に関わる,一般事務,,,,,,0,257,総合事務員,,
2026,23141-68169,豊川公共職業安定所 蒲郡出張所,2314-614114-5,可,ツヤエイコウギョウ カブシキガイシャ,艶栄工業 株式会社,443-0044,愛知県蒲郡市宝町2-29,JR東海道本線 蒲郡駅 から 徒歩5分,代表取締役 福井 広光,9180301011174,https://tsuyaei.com,55,55,昭和23年,"2,000万円",インテリア·レザー用基布·衣料の染色整理業,"創業113年、創立78年の歴史を誇り、「ものづくりに誇りを」
を経営理念に揚げ、他社の追従を許さないオンリーワン技術を駆使
したものづくりを実現。",正社員,生産技術職,"*インテリア·レザー基布·衣料の染色整理に関する作業
1、生産設備のオペレーター
機械設備の操作及び監視作業
2、技術開発
試験機等を利用して、色彩·加工条件等のデータ収集や分析
加工製品の品質管理とデータ管理業務
※入社後、適性を見て配属を決定します。
変更範囲:すべての業務への配置転換の可能性あり",443-0044,愛知県蒲郡市宝町2-29,JR東海道本線 蒲郡駅 から 徒歩5分,0,0,4,"あれば尚可
·ワード、エクセル、パワーポイントの基本操作ができる
·情報処理検定3級",なし,可,あり,なし,201100,201100,あり,あり,13,変形労働時間制 (1年単位),日 その他,08:30-17:30,07:00-16:00,12:00-21:00,105,可,令和8年11月1日以降,可,随時,総務部 次長,兵藤 達也,ヒョウドウ タツヤ,0533-68-2196,0533-68-3200,soumu-tsuyaei@sk.aitai.ne.jp,"*2026年健康経営優良法人に認定されました。
*公共交通機関での通勤については全額会社負担致します。但し、
半径2km以内のマイカー通勤は不可および入社後6ヶ月間の
マイカー通勤も不可。
*入社後、2週間の社内研修があります (一部、社外研修も有) 。
座学で就業規則·安全教育·繊維の基礎講座の研修を行います。
<就業時間について>  (4) 22時00分〜 7時00分
·生産設備のオペレーター  (1)  (2)  (3)  (4) の交替勤務
。
·技術開発は (1) の勤務となります。","*入社日は令和9年4月5日 (予定) 
*試用期間:3ヶ月
*提案制度あり:社内改善活動への積極的発言が可能です。
*業務上必要な各種資格取得に伴う費用は全額会社負担致します。
※応募前の工場見学はいつでも可能です (要事前連絡) 。
会社説明と工場案内を丁寧に行います。",114,069,069-03,006,006-99,愛知県蒲郡市,,,0026,,,,,,,,,,,,,2026年07月02日 08:48,2026年07月02日 08:48,バーコードスキャン,求人番号_23141-68169.pdf,製造・修理・塗装・製図等の職業,生産設備オペレーター（金属製品・食料品等を除く）,紡織製品・衣服・繊維製品生産設備オペレーター,生産/製造に関わる,機械操作,研究・技術の職業,開発技術者,その他の開発技術者,生産/製造に関わる,技術/開発,1,505,紡織・衣服・繊維製品生産設備制御・監視員,079,その他の製造技術者（開発）
2026,46010-49669,鹿児島公共職業安定所,4601-5784-7,可,マルフクケンセツ カブシキガイシャ,丸福建設 株式会社,892-0815,鹿児島県鹿児島市易居町4-3,(鹿児島市電:市役所前電停から徒歩3分),代表取締役社長 谷口 秀明,4340001004037,http://www.marufuku-civil.co.jp,123,98,昭和24年,"5,000万円","総合建設業:土木工事業、建築工事業、舗装工事、上下水道施設工
事業、しゅんせつ工事業、とび土工事業、太陽光発電事業、
アスファルト合材製造販売","昭和24年に創業し産業経済文化を支える各種公共工事において豊
かな技術と数々の実績を持つ県内有数の位置を占めます。人の和と
技術の向上を図り新しい時代の社会基盤づくりに努力しています。",正社員,土木技術者,"○土木工事の施工、監督補助
○工事関係書類の作成、補助
*パソコンを1人1台完備しています
*CAD等の専用ソフトの操作は、入社後指導していきます
*各種技術研修制度あり
《変更範囲:変更なし》",892-0815,鹿児島県鹿児島市易居町4-3,(鹿児島市電:市役所前電停から徒歩3分),0,0,3,"必須
*普通自動車第一種 (AT限定不可)  (入社後取得可) 
*準中型免許 (入社後取得可) 
履修科目不問
あれば尚可
*パソコン (エクセル·ワード) の操作が可能であること",なし,可,あり,なし,160000,189500,あり,あり,25,,土日祝 その他,08:00-17:00,,,125,可,令和8年10月1日以降,可,随時,総務部 課長,小久保 秀史,コクボ ヒデシ,099-222-5105,099-222-5226,head@marufuku-civil.co.jp,"○昇給について:年1回あり 5,000円〜10,000円
○手当について:特別地域手当 20,000円〜30,000円
○休日等について:リフレッシュ休暇制度あり
 (毎年4〜6月·3日以内) 
○応募前職場見学については随時受け付けます。応募前職場見学
への参加の有無により採否を決定するものではありません","○社員寮完備:1部屋1人/4畳·勤務先までの時間1分
○履歴書:パソコン作成のみ",061,008,008-04,008,008-05,鹿児島県鹿児島市,,,0030,,,,,,,,,,,,,2026年07月02日 08:48,2026年07月02日 08:48,バーコードスキャン,求人番号_46010-49669.pdf,研究・技術の職業,建築・土木・測量技術者,土木設計技術者,建設/建築/土木に関わる,その他(建設/建築/土木に関わる),研究・技術の職業,建築・土木・測量技術者,土木施工管理技術者,建設/建築/土木に関わる,その他(建設/建築/土木に関わる),0,092,土木技術者,092,土木技術者
2026,46010-160669,鹿児島公共職業安定所,4601-11858-7,可,カブシキガイシャ メイコウテクノス,株式会社 明興テクノス,891-0114,鹿児島県鹿児島市小松原1丁目10-8,,代表取締役社長 山ノ内 元治,9340001004305,https://www.m-technos.co.jp,217,110,昭和21年,"5,000万円","生活基盤である上下水道や防災施設などのインフラに必要な電気設
備の設計·施工·施工管理·システム開発·配電盤製作·メンテナ
ンスを主要とする電気·電気通信業","創業以来、一貫して上下水道の自動制御技術を中心に発展し、電気
·計装·電気通信設備等の工事部門、配電盤·監視·制御盤等の製
造部門及び監視制御、通信システム部門の総合技術の企業です。",正社員,システムエンジニア,"【システムエンジニア】
ライフラインで設備運用や業務運営をサポート。
ICTシステムの開発·製作·保守を行う業務。
《変更範囲:なし》",891-0114,"鹿児島県鹿児島市小松原1丁目10-8
鹿児島本社、日置工場、福岡支店、宮崎支店
沖縄営業所、鹿屋営業所、薩摩川内営業所",鹿児島市電 笹貫電停駅 から 徒歩5分,10,0,0,"あれば尚可
*普通自動車第一種免許 (AT限定可、入社後取得可) 
*電気工事士等他の資格は入社後でもチャレンジ可",なし,可,なし,なし,180000,200000,あり,あり,14,,土日祝 その他,08:30-17:30,,,127,可,令和8年10月1日以降,可,補足事項欄参照,業務本部総務部庶務課長,伊東 勝,イトウ マサル,099-269-2711,099-268-9062,recruit@m-technos.co.jp,"○当社は、鹿児島県内電気工事業者の中で常にトップクラスの完成
工事高を維持し、公共工事の受注高及び受注件数は県内一であり
ます。建設業として施工·施工管理の業務は当然ながら、物づく
りといったメーカーとしての側面を持っています。日置市に配電
盤工場を持ち、地方メーカーとして高い品質と技術力を武器に公
共工事を主体とする営業方針のもと、全国各地でその実績を有し
ます。
〇日置工場勤務の場合は専用カレンダーになります。
 (年間休日日数は他事業所と同じ127日です) 
○履歴書:手書き·パソコン作成どちらも可","○応募前の職場見学については、事前に電話連絡をお願いします。
事前に打ち合わせの上、日程を連絡します。
○通勤手当:10,000円〜30,900円
※1万円は一律支給。超過分は規定に基づき支給します。
○住宅手当:10,000円〜30,000円
※1万円は一律支給。超過分は規定に基づき支給します。
○本人が希望した場合のみ就業場所の変更可能性があります。
【支店】福岡、宮崎、大阪
【営業所】沖縄、薩摩川内、鹿屋、霧島、日置、姶良
【工場】日置工場",081,009,009-02,010,010-02,鹿児島県鹿児島市,鹿児島県日置市,福岡県福岡市東区,0025,,,,,,,,,,,,,2026年07月01日 12:27,2026年07月01日 12:27,バーコードスキャン,求人番号_46010-160669.pdf,研究・技術の職業,情報処理・通信技術者（ソフトウェア開発）,ソフトウェア開発技術者（組込・制御系）,情報処理/通信技術に関わる,ソフトウェア開発,研究・技術の職業,情報処理・通信技術者（ソフトウェア開発を除く）,IT システム設計技術者,情報処理/通信技術に関わる,システム設計,0,104,ソフトウェア作成者,102,システム設計者
2026,46010-165269,鹿児島公共職業安定所,4601-11858-7,可,カブシキガイシャ メイコウテクノス,株式会社 明興テクノス,891-0114,鹿児島県鹿児島市小松原1丁目10-8,,代表取締役社長 山ノ内 元治,9340001004305,https://www.m-technos.co.jp,217,110,昭和21年,"5,000万円","生活基盤である上下水道や防災施設などのインフラに必要な電気設
備の設計·施工·施工管理·システム開発·配電盤製作·メンテナ
ンスを主要とする電気·電気通信業","創業以来、一貫して上下水道の自動制御技術を中心に発展し、電気
·計装·電気通信設備等の工事部門、配電盤·監視·制御盤等の製
造部門及び監視制御、通信システム部門の総合技術の企業です。",正社員,"電気設備の施工管理
(プロジェクトエンジニア)","【プロジェクトエンジニア】
工事が計画通りに進むように全体を管理する業務。
主に工事の準備や進行状況をチェックしたり、必要な資材や人員を
手配したり、現場で安全に作業が進んでいるか確認して、
工事が予定通り予算内で完了するように現場全体を管理する業務。
実際に工事をする部署もあります。
《変更範囲:なし》",891-0114,"鹿児島県鹿児島市小松原1丁目10-8
鹿児島本社、日置工場、福岡支店、宮崎支店
沖縄営業所、鹿屋営業所、薩摩川内営業所",鹿児島市電 笹貫電停駅 から 徒歩5分,10,0,0,"あれば尚可
*普通自動車第一種免許 (AT限定可、入社後取得可) 
*電気工事士等他の資格は入社後でもチャレンジ可",なし,可,なし,なし,180000,200000,あり,あり,14,,土日祝 その他,08:30-17:30,,,127,可,令和8年10月1日以降,可,補足事項欄参照,業務本部総務部庶務課長,伊東 勝,イトウ マサル,099-269-2711,099-268-9062,recruit@m-technos.co.jp,"○当社は、鹿児島県内電気工事業者の中で常にトップクラスの完成
工事高を維持し、公共工事の受注高及び受注件数は県内一であり
ます。建設業として施工·施工管理の業務は当然ながら、物づく
りといったメーカーとしての側面を持っています。日置市に配電
盤工場を持ち、地方メーカーとして高い品質と技術力を武器に公
共工事を主体とする営業方針のもと、全国各地でその実績を有し
ます。
〇日置工場勤務の場合は専用カレンダーになります。
 (年間休日日数は他事業所と同じ127日です) 
○履歴書:手書き·パソコン作成どちらも可","○応募前の職場見学については、事前に電話連絡をお願いします。
事前に打ち合わせの上、日程を連絡します。
○通勤手当:10,000円〜30,900円
※1万円は一律支給。超過分は規定に基づき支給します。
○住宅手当:10,000円〜30,000円
※1万円は一律支給。超過分は規定に基づき支給します。
○本人が希望した場合のみ就業場所の変更可能性があります。
【支店】福岡、宮崎、大阪
【営業所】沖縄、薩摩川内、鹿屋、霧島、日置、姶良
【工場】日置工場",081,007,007-03,074,074-02,鹿児島県鹿児島市,鹿児島県日置市,福岡県福岡市東区,0023,,,,,,,,,,,,,2026年07月01日 12:27,2026年07月01日 12:27,バーコードスキャン,求人番号_46010-165269.pdf,研究・技術の職業,製造技術者,電気工事技術者,生産/製造に関わる,技術/開発,製造・修理・塗装・製図等の職業,機械組立工,電気機械組立工,生産/製造に関わる,組立,0,082,電気・電子・電気通信技術者（通信ネットワーク技術者を除く）（開発を除く）,542,電気機械器具組立従事者
